Property Ref,Added On,Last Updated,Market Status,Type,Bedrooms,Bathrooms,Toilets,Parking Spaces,Furnishing,Price,District,State,Servicing,Service Charge,Total Area,Covered Area
2820607,15 Apr 2025,15 Apr 2025,Available,Block of Flats,3,3,4,,,90000000.0,Ikeja,Lagos,,,,
2820577,15 Apr 2025,15 Apr 2025,Available,Detached Bungalow,4,4,5,8,Furnished,50000000.0,Ikorodu,Lagos,,,648 sqm,
2315161,20 Jun 2024,15 Apr 2025,Available,Detached Duplex,6,6,7,7,,250000000.0,Ajah,Lagos,,,,
2820592,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,5,,215000000.0,Ajah,Lagos,,,,
2820580,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,4,,150000000.0,Ajah,Lagos,,,,
2820578,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,3,,320000000.0,Jahi,Abuja,,,"1,400 sqm","1,400 sqm"
2801402,03 Apr 2025,12 Apr 2025,Available,Detached Duplex,4,5,5,3,,112000000.0,Ajah,Lagos,,,,
2820540,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,240000000.0,Lekki,Lagos,,,,
2820538,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,200000000.0,Lekki,Lagos,,,,
2820535,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,270000000.0,Lekki,Lagos,,,,
2816092,12 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,2,,280000000.0,Lekki,Lagos,,,,
2820530,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,5,5,5,3,,140000000.0,Lekki,Lagos,,,,
2820508,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,4,,180000000.0,Lekki,Lagos,,,,
2815293,11 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,2,Furnished,125000000.0,Lekki,Lagos,,,,
2781441,21 Mar 2025,15 Apr 2025,Available,Terraced Duplex,3,3,4,2,,95000000.0,Lekki,Lagos,,,,
2781529,22 Mar 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,2,,140000000.0,Lekki,Lagos,,,,
2781549,22 Mar 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,4,,190000000.0,Lekki,Lagos,,,,
2820531,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,4,,120000000.0,Lekki,Lagos,,,350 sqm,300 sqm
2105653,04 Feb 2024,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,140000000.0,Lekki,Lagos,,,,
2820507,15 Apr 2025,15 Apr 2025,Available,House,5,7,7,5,Furnished,1300000000.0,Lekki,Lagos,,,500 sqm,450 sqm
2801369,03 Apr 2025,15 Apr 2025,Available,House,3,3,4,,,200000000.0,Yaba,Lagos,,,,
2820525,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,,,600000000.0,Ikeja,Lagos,,,,
2820545,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,280000000.0,Shomolu,Lagos,,,,
2820402,15 Apr 2025,15 Apr 2025,Available,Block of Flats,,,,,,180000000.0,Ojota,Lagos,,,,
2820528,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,350000000.0,Gbagada,Lagos,,,,
2723125,16 Feb 2025,15 Apr 2025,Available,Block of Flats,3,3,4,1,,110000000.0,Gbagada,Lagos,,,,
2723129,16 Feb 2025,15 Apr 2025,Available,Block of Flats,3,3,4,2,,100000000.0,Gbagada,Lagos,,,,
2129466,21 Feb 2024,09 Apr 2025,Available,Terraced Duplex,3,3,4,2,,100000000.0,Ajah,Lagos,,,200 sqm,"1,500 sqm"
2820538,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,200000000.0,Lekki,Lagos,,,,
2820535,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,270000000.0,Lekki,Lagos,,,,
2820502,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,,,,,95000000.0,Lekki,Lagos,,,,
2820501,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,6,6,3,,190000000.0,Lekki,Lagos,,,,
2816092,12 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,2,,280000000.0,Lekki,Lagos,,,,
2820530,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,5,5,5,3,,140000000.0,Lekki,Lagos,,,,
2820508,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,4,,180000000.0,Lekki,Lagos,,,,
2815293,11 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,2,Furnished,125000000.0,Lekki,Lagos,,,,
2781441,21 Mar 2025,15 Apr 2025,Available,Terraced Duplex,3,3,4,2,,95000000.0,Lekki,Lagos,,,,
2781529,22 Mar 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,2,,140000000.0,Lekki,Lagos,,,,
2781549,22 Mar 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,4,,190000000.0,Lekki,Lagos,,,,
2585332,22 Nov 2024,15 Apr 2025,Available,Detached Duplex,5,6,7,4,Furnished,435000000.0,Lekki,Lagos,,,,
2820531,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,4,,120000000.0,Lekki,Lagos,,,350 sqm,300 sqm
2105653,04 Feb 2024,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,140000000.0,Lekki,Lagos,,,,
2820507,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,7,7,5,Furnished,1300000000.0,Lekki,Lagos,,,500 sqm,450 sqm
2820525,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,,,600000000.0,Ikeja,Lagos,,,,
2820528,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,350000000.0,Gbagada,Lagos,,,,
2723125,16 Feb 2025,15 Apr 2025,Available,Block of Flats,3,3,4,1,,110000000.0,Gbagada,Lagos,,,,
2723129,16 Feb 2025,15 Apr 2025,Available,Block of Flats,3,3,4,2,,100000000.0,Gbagada,Lagos,,,,
2820500,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,3,,399000000.0,Gbagada,Lagos,,,,300 sqm
2619053,13 Dec 2024,27 Mar 2025,Available,House,3,3,4,1,Furnished,110000000.0,Lekki,Lagos,,,,
2810840,09 Apr 2025,09 Apr 2025,Available,Detached Duplex,5,5,6,4,,700000000.0,Lekki,Lagos,,,,
2812068,10 Apr 2025,10 Apr 2025,Available,Detached Duplex,5,5,6,,,650000000.0,Lekki,Lagos,,,,
2782108,22 Mar 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,2,,95000000.0,Lekki,Lagos,,,,
2782173,22 Mar 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,2,,115000000.0,Lekki,Lagos,,,,
2782348,22 Mar 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,2,,250000000.0,Lekki,Lagos,,,,
2782727,22 Mar 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,2,,135000000.0,Lekki,Lagos,,,,
2783066,23 Mar 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,2,,160000000.0,Lekki,Lagos,,,,
2820490,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,5,3,,350000000.0,Lekki,Lagos,,,,
2783256,23 Mar 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,7,,145000000.0,Lekki,Lagos,,,,
2783310,23 Mar 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,2,,145000000.0,Lekki,Lagos,,,,
2784433,24 Mar 2025,15 Apr 2025,Available,Terraced Duplex,3,3,4,1,,75000000.0,Lekki,Lagos,,,,
2784442,24 Mar 2025,15 Apr 2025,Available,Terraced Duplex,2,2,3,,,65000000.0,Lekki,Lagos,,,,
2816353,12 Apr 2025,12 Apr 2025,Available,Detached Duplex,4,4,5,3,,130000000.0,Lekki,Lagos,,,,
2814753,11 Apr 2025,11 Apr 2025,Available,Detached Duplex,6,6,7,5,,950000000.0,Lekki,Lagos,,,,
2820478,15 Apr 2025,15 Apr 2025,Available,Block of Flats,3,3,3,3,,11000000.0,Lekki,Lagos,,,,
2820493,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,2,,260000000.0,Gbagada,Lagos,,,,
2820487,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,2,,160000000.0,Gbagada,Lagos,,,,
2820477,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,3,,400000000.0,Gbagada,Lagos,,,,
2820479,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,300000000.0,Magodo,Lagos,,,,
2820476,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,4,,450000000.0,Magodo,Lagos,,,,
2788386,26 Mar 2025,14 Apr 2025,Available,Semi-detached Duplex,5,7,8,12,Furnished,4495483104.0,Ikoyi,Lagos,,,650 sqm,650 sqm
2820446,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,,,400000000.0,Lekki,Lagos,,,,
2820444,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,3,,140000000.0,Yaba,Lagos,,,,
2820436,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,2,,199000000.0,Yaba,Lagos,,,,
2820470,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,4,,200000000.0,Agege,Lagos,,,,
2820472,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,4,,320000000.0,Ikeja,Lagos,,,,
2820457,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,5,,600000000.0,Ikeja,Lagos,,,,
2820455,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,,,370000000.0,Ikeja,Lagos,,,,
2820468,15 Apr 2025,15 Apr 2025,Available,House,4,4,5,,,200000000.0,Surulere,Lagos,,,,
2820451,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,2,,250000000.0,Surulere,Lagos,,,,
2820459,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,120000000.0,Ajah,Lagos,,,,
2820448,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,4,,270000000.0,Maryland,Lagos,,,,
2820462,15 Apr 2025,15 Apr 2025,Available,Semi-detached Bungalow,4,4,5,4,,180000000.0,Maryland,Lagos,,,,
2820464,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,4,1,,130000000.0,Ibadan,Oyo,,,500 sqm,
2817814,13 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,7,6,8,,1150000000.0,Katampe,Abuja,Serviced,,700 sqm,
2752890,05 Mar 2025,15 Apr 2025,Available,Detached Duplex,5,9,9,5,,1500000000.0,Katampe,Abuja,Serviced,,"1,000 sqm",
2751653,04 Mar 2025,18 Mar 2025,Available,Terraced Duplex,4,,5,,,492750000.0,Katampe,Abuja,,,,
2820452,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,4,,350000000.0,Magodo,Lagos,,,,
2820440,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,4,,350000000.0,Magodo,Lagos,,,,
2814894,11 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,6,6,6,,370000000.0,Jahi,Abuja,,,450 sqm,
2820471,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,4,,150000000.0,Idu Industrial,Abuja,,,,700 sqm
2522210,18 Oct 2024,11 Apr 2025,Available,Terraced Duplex,3,5,5,2,,85000000.0,Akure,Ondo,,,"2,200 sqm","1,000 sqm"
2820377,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,5,,430000000.0,Lekki,Lagos,,,,
2820380,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,8,,800000000.0,Lekki,Lagos,Serviced,"₦60,000 per month",,
2820388,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,5,,550000000.0,Lekki,Lagos,,,,
2129858,22 Feb 2024,15 Apr 2025,Available,House,5,6,6,4,,1700000000.0,Ikoyi,Lagos,,,,
2765080,12 Mar 2025,13 Mar 2025,Available,Detached Duplex,6,6,7,10,,200000000.0,Ajah,Lagos,,,,
2820425,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,300000000.0,Maryland,Lagos,,,,
2820386,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,,,,,600000000.0,Ikeja,Lagos,,,,
2820397,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,120000000.0,Lekki,Lagos,,,,
2820434,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,,,145000000.0,Lekki,Lagos,,,,
2820392,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,2,,3,,,75000000.0,Ibadan,Oyo,,,,
2799018,02 Apr 2025,07 Apr 2025,Available,Terraced Duplex,3,3,4,,,200000000.0,Lekki,Lagos,,,,
2612307,09 Dec 2024,15 Apr 2025,Available,Detached Duplex,7,7,8,10,,3500000000.0,Maitama District,Abuja,Serviced,,,
2820395,15 Apr 2025,15 Apr 2025,Available,Block of Flats,3,5,4,14,,1400000.0,Jabi,Abuja,,,"1,500 sqm","1,500 sqm"
2820305,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,6,6,,,500000000.0,Lekki,Lagos,,,,
1825154,18 Jul 2023,15 Apr 2025,Available,Semi-detached Duplex,5,6,6,5,,2500000000.0,Ikoyi,Lagos,,,,
2820407,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,,,350000000.0,Lekki,Lagos,,,,
2820418,15 Apr 2025,15 Apr 2025,Available,Semi-detached Bungalow,3,3,4,10,,250000000.0,Karu,Abuja,,,,"1,500 sqm"
2820427,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,3,3,4,2,,140000000.0,Yaba,Lagos,,,,
2820432,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,240000000.0,Lekki,Lagos,,,,
2820433,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,,,220000000.0,Lugbe District,Abuja,,,,
2508089,11 Oct 2024,14 Apr 2025,Available,Detached Duplex,5,5,6,10,,1650000000.0,Lekki,Lagos,,,"1,000 sqm",
2820348,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,,,250000000.0,Ikeja,Lagos,,,,
2820367,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,6,6,7,7,,650000000.0,Lekki,Lagos,,,,
2820347,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,6,6,5,,350000000.0,Lekki,Lagos,,,,
2820363,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,3,,650000000.0,Lekki,Lagos,,,,
2820370,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,6,,450000000.0,Lekki,Lagos,,,,
2741951,26 Feb 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,4,,450000000.0,Katampe,Abuja,Serviced,,,
2820352,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,10,,1000000000.0,Lekki,Lagos,Serviced,,,
2809202,08 Apr 2025,08 Apr 2025,Available,Block of Flats,2,2,3,2,,100000000.0,Lekki,Lagos,,,"1,000 sqm","1,000 sqm"
2820359,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,110000000.0,Ajah,Lagos,Serviced,,,
2820353,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,,,,,350000000.0,Lekki,Lagos,,,,
2820355,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,5,5,3,,260000000.0,Lekki,Lagos,,,,
2820360,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,,,,,470000000.0,Lekki,Lagos,,,,
2820369,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,120000000.0,Lekki,Lagos,Serviced,,,
2752366,05 Mar 2025,05 Apr 2025,Available,Terraced Duplex,4,5,5,4,,160000000.0,Galadimawa,Abuja,,,,
2820334,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,,,420000000.0,Gbagada,Lagos,,,,
2820335,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,120000000.0,Ajah,Lagos,,,,
2820346,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,120000000.0,Ajah,Lagos,Serviced,,,
2799304,02 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,5,,850000000.0,Jabi,Abuja,Serviced,,,
2820357,15 Apr 2025,15 Apr 2025,Available,Block of Flats,2,2,3,,,28000000.0,Life Camp,Abuja,,,,
2820368,15 Apr 2025,15 Apr 2025,Available,Block of Flats,1,1,2,,,18000000.0,Life Camp,Abuja,,,,
2614821,10 Dec 2024,12 Apr 2025,Available,Detached Duplex,5,5,7,8,,650000000.0,Ajah,Lagos,Serviced,"₦1,000,000 per annum",660 sqm,700 sqm
2820286,15 Apr 2025,15 Apr 2025,Available,Block of Flats,3,3,4,2,,360000000.0,Lekki,Lagos,,,,
2820317,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,6,6,4,,350000000.0,Lekki,Lagos,,,"1,200 sqm",550 sqm
2820270,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,,4,,,597900000.0,Ikeja,Lagos,,,,250 sqm
2820306,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,3,,280000000.0,Lekki,Lagos,Serviced,,,
2820314,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,3,,200000000.0,Lekki,Lagos,Serviced,,,
2820319,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,,,350000000.0,Lekki,Lagos,,,,
2820318,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,3,,750000000.0,Lekki,Lagos,,,,
2820271,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,,,650000000.0,Maryland,Lagos,,,,
2820280,15 Apr 2025,15 Apr 2025,Available,Block of Flats,3,3,4,,,150000000.0,Maryland,Lagos,,,,
2820283,15 Apr 2025,15 Apr 2025,Available,Block of Flats,3,3,4,2,,550000000.0,Victoria Island (VI),Lagos,Serviced,,,
2820288,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,2,2,3,,,60000000.0,Ajah,Lagos,,,,
2820293,15 Apr 2025,15 Apr 2025,Not Available,Detached Duplex,4,5,5,3,Furnished,330000000.0,Magodo,Lagos,,,,
2820299,15 Apr 2025,15 Apr 2025,Available,House,3,3,4,2,,120000000.0,Lekki,Lagos,,,,
2820304,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,5,3,,400000000.0,Lekki,Lagos,,,,
2820309,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,110000000.0,Lekki,Lagos,,,,
2820316,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,,,850000000.0,Ikoyi,Lagos,,,,
2820320,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,230000000.0,Gbagada,Lagos,,,,
2803730,05 Apr 2025,05 Apr 2025,Available,Detached Duplex,4,4,5,,,240000000.0,Galadimawa,Abuja,,,,
2782268,22 Mar 2025,05 Apr 2025,Available,Terraced Duplex,3,3,4,4,,75000000.0,Kurudu,Abuja,,,,
2802455,04 Apr 2025,04 Apr 2025,Available,Terraced Duplex,3,3,4,,,120000000.0,Lekki,Lagos,,,,
2820244,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,4,,,280000000.0,Ikeja,Lagos,,,,
2815102,11 Apr 2025,11 Apr 2025,Available,House,3,4,4,4,,220000000.0,Ikeja,Lagos,,,,
2820258,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,,,480000000.0,Ikeja,Lagos,,,,
2820238,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,420000000.0,Victoria Island (VI),Lagos,,,,
2762153,11 Mar 2025,17 Mar 2025,Available,Detached Duplex,5,6,6,,,4500000000.0,Ikoyi,Lagos,,,,
2820246,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,6,6,4,,500000000.0,Lekki,Lagos,,,,
2796724,01 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,240000000.0,Lekki,Lagos,,,,
2820252,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,6,6,7,6,,300000000.0,Asokoro District,Abuja,,,600 sqm,
2817383,13 Apr 2025,15 Apr 2025,Available,Detached Duplex,7,7,8,,,400000000.0,Karsana,Abuja,,,"1,000 sqm",
2820090,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,2,,160000000.0,Ajah,Lagos,,,,
2820083,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,2,,150000000.0,Ajah,Lagos,,,,
2819593,14 Apr 2025,14 Apr 2025,Available,Detached Duplex,4,5,5,5,,530000000.0,Life Camp,Abuja,,,,
2815392,11 Apr 2025,11 Apr 2025,Available,Detached Duplex,5,6,6,6,,300000000.0,Life Camp,Abuja,,,,
2820266,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,,,280000000.0,Maryland,Lagos,,,,
2762196,11 Mar 2025,11 Mar 2025,Available,Terraced Duplex,4,5,5,,,550000000.0,Ikoyi,Lagos,,,,
1991123,07 Nov 2023,21 Feb 2025,Available,Terraced Duplex,4,5,5,,,1500000000.0,Ikoyi,Lagos,Serviced,,,
1949397,09 Oct 2023,11 Feb 2025,Available,Detached Duplex,5,7,7,,,1500000000.0,Katampe,Abuja,,,,
1866790,15 Aug 2023,11 Feb 2025,Available,House,4,4,5,,,1800000000.0,Ikoyi,Lagos,Serviced,,,
1735498,15 May 2023,21 Feb 2025,Available,House,5,2,6,,,3000000000.0,Ikoyi,Lagos,Serviced,,,
1735445,15 May 2023,07 Mar 2025,Available,House,4,5,5,,,2800000000.0,Ikoyi,Lagos,,,,
2788386,26 Mar 2025,14 Apr 2025,Available,Semi-detached Duplex,5,7,8,12,Furnished,4495483104.0,Ikoyi,Lagos,,,650 sqm,650 sqm
2820225,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,4,,,250000000.0,Ikeja,Lagos,,,,
2737303,24 Feb 2025,14 Apr 2025,Available,Terraced Duplex,4,4,5,2,,300000000.0,Lekki,Lagos,,,,
2737333,24 Feb 2025,15 Apr 2025,Available,Semi-detached Duplex,5,5,6,3,,300000000.0,Lekki,Lagos,,,,
2737278,24 Feb 2025,14 Apr 2025,Available,Terraced Duplex,4,4,5,2,,185000000.0,Lekki,Lagos,,,,
2715501,11 Feb 2025,14 Apr 2025,Available,Block of Flats,2,2,3,1,,190000000.0,Lekki,Lagos,,,,
2816371,12 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,4,4,3,,350000000.0,Magodo,Lagos,,,,
2820220,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,5,5,5,,,400000000.0,Magodo,Lagos,,,,
2820218,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,,5,3,,596900000.0,Ikeja,Lagos,,,,299 sqm
2820226,15 Apr 2025,15 Apr 2025,Available,Block of Flats,3,,3,,,195000000.0,Ikeja,Lagos,,,,89 sqm
2820229,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,4,,4,,,449500000.0,Ikeja,Lagos,,,,
2820203,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,,,360000000.0,Ikeja,Lagos,,,,
2820240,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,150000000.0,Lekki,Lagos,,,,
2820227,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,5,3,,110000000.0,Lekki,Lagos,Serviced,,,
2820233,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,5,6,4,,350000000.0,Lekki,Lagos,Serviced,,,
2820237,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,150000000.0,Lekki,Lagos,Serviced,,,
2820210,15 Apr 2025,15 Apr 2025,Available,Semi-detached Duplex,5,5,6,4,,850000000.0,Lekki,Lagos,,,,
2820216,15 Apr 2025,15 Apr 2025,Available,Block of Flats,2,2,3,2,,120000000.0,Lekki,Lagos,,,,
2820209,15 Apr 2025,15 Apr 2025,Available,Block of Flats,,,,,,250000000.0,Isolo,Lagos,,,,
2820234,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,4,4,,,210000000.0,Yaba,Lagos,,,,
2820242,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,,4,,,196500000.0,Surulere,Lagos,,,,87 sqm
2508089,11 Oct 2024,14 Apr 2025,Available,Detached Duplex,5,5,6,10,,1650000000.0,Lekki,Lagos,,,"1,000 sqm",
2820162,15 Apr 2025,15 Apr 2025,Available,Block of Flats,2,,2,,,65000000.0,Ikeja,Lagos,,,,
2820172,15 Apr 2025,15 Apr 2025,Available,Detached Duplex,5,,,,,365900000.0,Ikeja,Lagos,,,,
2820201,15 Apr 2025,15 Apr 2025,Available,House,4,4,5,2,,180000000.0,Lekki,Lagos,,,,
2820176,15 Apr 2025,15 Apr 2025,Available,Terraced Duplex,4,,,2,,245900000.0,Maryland,Lagos,,,,200 sqm
